id;name;taxId;gender;dateOfBirth;status;externalCode;isEnriched;enrichedAt;enrichedBy;createdAt;createdBy;updatedAt;updatedBy;phone;email
1250;Aurora Pires Cardoso;13.197.882/2549-11;F;08/02/2007;1;;False;;;30/10/2024 11:13;alexandrecarvalho68;17/11/2024 15:04;gabrielnascimento;5,558194E+12;carlos@ig.com.br
1251;Rodrigo Nunes;081.243.618-07;O;15/12/1978;2;;True;20/04/2024 08:50;manuelasales38;31/05/2024 10:02;rodrigogoncalves;31/05/2024 10:02;rodrigogoncalves;5,555199E+12;juliana@hotmail.com
1252;Raul Jesus Luz;00.998.384/1235-99;;03/01/1961;1;QACMSUCP;False;;;28/12/2024 08:40;pauloribeiro74;28/12/2024 08:40;pauloribeiro74;5,557197E+12;patricia@gmail.com
1253;Thales Dias Silveira;998.931.218-17;O;19/03/1978;2;29VCQ7WH;False;;;28/02/2024 15:24;matheusrezende1;28/02/2024 15:24;matheusrezende1;5,555196E+12;leonardo5@bol.com.br
1254;Srta. Benjamin Luiz Peixoto Cardoso;941.731.208-84;M;04/12/1984;2;;True;23/03/2024 17:23;beatrizjesus;19/06/2024 02:29;giovannarosa86;19/06/2024 02:29;giovannarosa86;5,555194E+12;nicole61@uol.com.br
1255;Dra. Ricardo Fernandes Aragão;48.799.420/6594-54;O;29/05/2007;2;0WDZHB4U;True;22/01/2025 02:51;patriciarezende53;27/08/2024 02:00;juliacruz;14/05/2024 14:27;gabrielaoliveira;5,558195E+12;renan@yahoo.com.br
1256;Sra. Luna Rocha;79.584.547/2009-47;;30/03/1968;2;E59NO607;True;03/05/2025 13:49;beatrizfernandes33;08/03/2025 09:07;nicolelopes75;20/03/2025 04:18;valentinasouza39;5,556193E+12;leticia@bol.com.br
1257;Dra. Camila Aline Rocha;06.572.565/5350-97;;16/10/1968;1;;True;18/04/2024 12:53;gabrielamoura;15/11/2023 02:59;beatrizsilveira20;15/11/2023 02:59;beatrizsilveira20;5,552197E+12;rafael@gmail.com
1258;Dra. Calebe Arthur Aragão;455.914.177-73;M;04/01/1975;2;;False;;;05/05/2024 05:26;arthurteixeira15;15/11/2023 05:25;davimartins88;5,555193E+12;manuela@ig.com.br
1259;Srta. Murilo Ramos Nogueira;434.063.770-85;;06/06/1946;1;GUM7LO55;True;16/08/2024 20:10;thiagoteixeira83;04/10/2024 21:12;manuelaribeiro92;04/10/2024 21:12;manuelaribeiro92;5,554193E+12;bruna@yahoo.com.br
1260;Dr. Miguel Rafael Teixeira;095.434.121-44;M;07/06/1998;2;6S982YPN;True;16/02/2025 17:30;leticiamendes;02/02/2024 21:54;giovannamendes;17/10/2023 08:17;pedrosouza;5,551196E+12;rebeca5@yahoo.com.br
1261;Dra. Luana Alves;13.966.794/8551-74;;08/08/1985;2;AIBJUTNG;False;;;22/12/2024 16:01;amandapaz36;30/04/2025 13:47;viniciuscunha;5,551192E+12;valentina56@uol.com.br
1262;Sra. Nicolas Carlos Cavalcanti;090.075.842-20;M;01/03/1960;1;99AV7YMX;False;;;09/12/2023 14:06;diegocosta43;21/01/2025 12:54;lucascaldeira;5,557195E+12;paulo@ig.com.br
1263;Otávio Moraes;37.411.006/3762-02;;29/09/1953;2;M2O4QZQD;False;;;02/05/2025 09:01;helenasilveira96;02/05/2025 09:01;helenasilveira96;5,557197E+12;lucas36@yahoo.com.br
1264;Srta. Daniel Lucca Fernandes;90.442.639/2650-41;;31/10/2007;2;QH7MDIUX;True;14/11/2024 09:06;caioalves10;14/05/2024 17:23;gabrielalopes;14/05/2024 17:23;gabrielalopes;5,556195E+12;carlos48@ig.com.br
1265;Sra. Esther Jesus;897.575.758-96;;15/11/1963;1;8JU1GO1M;True;08/03/2024 07:28;leandrosilveira;12/12/2023 21:03;ceciliaazevedo;12/12/2023 21:03;ceciliaazevedo;5,551191E+12;rebeca@yahoo.com.br
1266;Sr. João Cauê Cardoso Almeida;958.877.579-79;M;18/12/1948;1;N210Z8SZ;True;29/12/2023 19:19;enzofarias6;23/03/2024 05:27;arthurnascimento;18/06/2024 01:55;juliarosa3;5,554195E+12;ricardo90@ig.com.br
1267;Caroline Jéssica Rosa;214.011.014-50;F;12/12/1960;1;;False;;;26/02/2024 21:33;alexandremoura;15/07/2024 18:50;vitorrezende;5,551195E+12;laura51@ig.com.br
1268;Srta. Marcos Mariana Costela Fogaça;135.342.997-34;O;27/01/1959;1;WV320EIZ;True;14/10/2023 13:25;samuelmata;20/02/2024 21:00;andrecruz;24/02/2025 14:20;marianapires81;5,551197E+12;eduardo66@uol.com.br
1269;Dr. Felipe Silveira;888.460.878-76;M;10/10/1983;1;V5IS1JQC;True;05/02/2024 15:00;larissalopes;11/01/2025 05:27;paulobarbosa82;16/01/2025 11:58;diegosilva;5,556194E+12;danilo11@uol.com.br
1270;Giovanna João Duarte;08.636.644/9912-20;;16/04/2005;1;E3G3E8SV;False;;;30/04/2024 19:35;igorrosa52;29/04/2025 08:37;beatrizalmeida;5,553196E+12;danilo68@hotmail.com
1271;Luiza Cavalcanti;381.929.727-54;F;25/09/1981;2;QPNOY8PM;False;;;28/05/2024 02:17;melissarocha99;28/05/2024 02:17;melissarocha99;5,552193E+12;giovanna98@ig.com.br
1272;Dr. Kevin Aragão Paz;75.144.082/5884-83;;15/12/2002;1;W44XWJDD;True;19/09/2024 16:29;enzorezende6;12/01/2024 07:42;jessicaconceicao79;01/02/2025 23:30;danielapires21;5,553198E+12;aline4@hotmail.com
1273;Dra. Emilly Agatha Santos;004.150.201-11;;20/02/2007;2;D97Q3TTZ;True;25/04/2024 15:19;viniciuscostela41;12/09/2024 12:45;giovannacosta;12/09/2024 12:45;giovannacosta;5,553197E+12;rafaela@ig.com.br
1274;Bianca Rafaela Dias;826.024.159-05;F;09/10/2007;1;SWILKP7W;True;12/08/2024 03:00;fernandaaragao86;18/08/2024 12:46;lucasrocha;21/03/2025 22:58;eduardosantos;5,553197E+12;natalia@uol.com.br
1275;Samuel Reis;574.665.564-13;M;11/07/2003;1;0XKB8UW3;False;;;21/04/2025 08:22;carolinafreitas94;21/04/2025 08:22;carolinafreitas94;5,553190E+12;danilo@ig.com.br
1276;Dr. Letícia Nascimento;816.442.990-26;F;06/08/1980;1;ZZILNIWQ;False;;;03/09/2024 21:15;carolinapinto;03/09/2024 21:15;carolinapinto;5,553199E+12;melissa25@gmail.com
1277;Srta. Rebeca Moreira Moreira;266.828.228-97;F;23/02/1955;1;;True;23/08/2024 08:26;valentinalopes51;12/10/2024 06:44;ceciliafernandes;12/10/2024 06:44;ceciliafernandes;5,551200E+12;laura@bol.com.br
1278;Sra. Bernardo Mota;137.314.124-86;;11/09/1982;2;;True;17/12/2023 11:58;rafaelfernandes;02/11/2024 10:37;gustavoazevedo;21/01/2024 08:34;andrefreitas13;5,551194E+12;bruna@hotmail.com
1279;Raul Cecília Sales;971.232.108-44;;08/10/1977;2;DNH8JG73;False;;;18/01/2024 20:35;giovannafarias60;10/03/2025 15:00;camilacaldeira86;5,557200E+12;rebeca@uol.com.br
1280;Dra. Emilly Vieira;512.482.082-64;O;26/08/1975;1;Q61V30RY;False;;;06/07/2024 10:18;gustavocampos;17/01/2025 16:33;camilasilveira;5,551197E+12;alexandre59@gmail.com
1281;Ryan Igor Silveira Costela;706.302.018-08;M;07/05/1969;1;;False;;;14/11/2023 23:33;eduardomoura;18/12/2024 20:44;anacavalcanti;5,557195E+12;bianca66@bol.com.br
1282;Sra. Bianca Mata;49.833.008/7294-75;;23/05/1971;2;DA9BANRA;False;;;15/03/2025 12:31;gabrieloliveira4;28/10/2024 16:44;yasminteixeira91;5,558200E+12;rafael@gmail.com
1283;Srta. Matheus Kevin Nunes;855.760.463-28;M;21/03/1992;2;3M1Z5ZQL;False;;;03/12/2024 12:58;anaramos;24/10/2024 22:38;leandrolopes64;5,556199E+12;samuel@ig.com.br
1284;Dr. Stella Rodrigues;711.864.963-02;O;17/10/1949;2;TA15RG9L;True;25/03/2024 03:12;julianacastro;18/02/2024 07:40;fernandamartins13;30/11/2024 08:46;larissaalmeida;5,554199E+12;patricia56@gmail.com
1285;Dra. Bruna Conceição;220.638.913-50;F;27/02/1957;2;;False;;;01/07/2024 09:52;lucaslima;02/01/2024 20:33;brunaalmeida1;5,555191E+12;ana@bol.com.br
1286;Dr. Mariane Larissa Santos;675.113.076-68;F;17/07/1972;2;;False;;;18/10/2024 19:12;marianareis;19/01/2025 08:04;ceciliabarbosa;5,558198E+12;luiz@yahoo.com.br
1287;Dr. Vicente Almeida Silveira;157.115.632-68;M;15/12/2007;2;;True;28/01/2024 21:53;leticiamoreira75;22/04/2024 16:18;ricardonovaes;30/08/2024 10:01;lucaslima58;5,553194E+12;rafaela@ig.com.br
1288;Dra. Igor Théo Cavalcanti;562.788.942-60;O;21/11/1974;2;IBWA185R;False;;;26/07/2024 08:13;julianajesus30;31/01/2025 19:01;enzocampos;5,552196E+12;larissa@yahoo.com.br
1289;Paulo Almeida;27.039.026/6716-60;;16/10/1998;2;Y6U12W72;True;10/05/2024 19:59;marceloalves;16/02/2024 21:50;ricardonascimento15;07/10/2024 16:09;danielacruz;5,552199E+12;natalia95@uol.com.br
1290;Heitor Mendes;564.323.631-90;O;04/10/1992;2;;False;;;09/04/2025 22:17;beatriznovaes;09/04/2025 22:17;beatriznovaes;5,556195E+12;nicole78@yahoo.com.br
1291;Sra. Emanuel Oliveira;204.104.482-79;M;04/08/2001;1;4GZL778O;True;11/09/2024 14:43;brunocaldeira;13/04/2025 09:21;felipenunes95;05/11/2024 06:11;alicelima23;5,554193E+12;carlos32@gmail.com
1292;Srta. Giovanna Rodrigues;562.832.702-73;;19/04/1962;1;;True;22/01/2025 11:39;brunopinto53;14/06/2024 08:34;alexandrerosa;14/06/2024 08:34;alexandrerosa;5,554199E+12;rafael34@gmail.com
1293;Erick Souza Mata;40.703.746/7975-17;O;06/05/1980;1;;False;;;08/03/2024 06:48;andrevieira;31/03/2025 20:21;pedronascimento;5,554199E+12;beatriz@hotmail.com
1294;Dr. Carlos Silva;62.329.935/8720-72;O;31/05/1966;2;;False;;;01/03/2025 18:02;isabellaviana;01/03/2025 18:02;isabellaviana;5,558197E+12;arthur@ig.com.br
1295;Melissa Duarte;318.787.784-29;F;30/05/1949;1;BF2UUZCC;False;;;23/01/2024 19:03;lararezende;23/01/2024 19:03;lararezende;5,558193E+12;pedro27@bol.com.br
1296;Sr. Yuri Almeida;39.541.633/3091-57;M;27/02/1956;1;;False;;;27/10/2024 13:15;sophiamonteiro;06/08/2024 10:32;brunocastro51;5,556192E+12;mariana32@ig.com.br
1297;Srta. Aline Vicente Mota;52.282.569/6601-31;;03/12/1980;2;;False;;;07/11/2024 06:55;danilomoura;11/08/2024 06:58;rodrigoalves;5,552200E+12;vitor11@uol.com.br
1298;Sra. Pietro Clara Nunes;40.008.551/9869-74;O;24/10/1971;2;D8MBCFKU;True;14/04/2024 13:00;laramelo91;23/04/2024 22:03;biancasantos98;23/10/2023 10:11;davifarias23;5,556195E+12;henrique13@gmail.com
1299;Lara Mendes;219.724.012-96;;18/01/2003;2;;False;;;22/04/2024 10:37;lauramartins;28/07/2024 16:45;matheusribeiro;5,557190E+12;fernanda85@yahoo.com.br
1300;Sra. Jéssica Paz;58.402.597/4537-48;F;30/01/1995;1;YMZP7SSA;False;;;21/12/2023 06:41;viniciusbarros;08/02/2024 06:15;miguelalmeida39;5,551199E+12;sophia63@uol.com.br
1301;Isaac Lopes;500.461.880-48;;09/03/1967;1;LOCBPS94;False;;;20/12/2024 02:51;rafaelmoura93;20/12/2024 02:51;rafaelmoura93;5,552198E+12;amanda@bol.com.br
1302;Dra. Henrique Arthur Campos;866.782.244-86;M;05/08/1955;1;UVS6FIL4;False;;;14/09/2024 19:30;andrepeixoto;05/04/2025 18:45;paulocardoso66;5,552200E+12;lara@uol.com.br
1303;Jéssica Alves Porto;657.439.427-15;O;06/05/1988;1;W9NN90HT;True;30/12/2023 15:45;andreoliveira;02/02/2025 16:41;rafaelacorreia;02/02/2025 16:41;rafaelacorreia;5,558192E+12;yasmin@bol.com.br
1304;Dra. Murilo Gomes;813.731.574-71;M;16/09/2005;2;;True;05/05/2024 13:28;brunopereira83;23/10/2023 10:24;camiladuarte;03/05/2025 15:17;marinajesus94;5,555198E+12;maria@hotmail.com
1305;Bianca Mata;127.974.320-47;F;17/11/1971;1;8366JXY6;True;09/04/2025 22:57;danielaalmeida;26/12/2023 11:53;igormoura;03/10/2024 07:33;danielasilva52;5,557199E+12;bernardo86@yahoo.com.br
1306;Dra. Sophie Ferreira;00.952.361/3363-10;;05/10/1986;1;;True;08/03/2024 19:08;patriciaduarte14;18/09/2024 18:52;gustavoreis41;25/11/2024 07:30;julialuz;5,554198E+12;giovanna@uol.com.br
1307;Dr. Fernanda Gonçalves;739.316.303-84;F;11/12/1963;1;;True;18/01/2025 08:56;helenamoraes;05/01/2025 21:10;rafaelacunha37;07/02/2024 17:50;alexandrelopes;5,555197E+12;mariana@ig.com.br
1308;João Melo;53.173.412/7238-72;;21/02/2005;1;;False;;;31/05/2024 05:15;isabellacardoso;19/02/2024 02:28;rodrigogomes37;5,552199E+12;amanda@uol.com.br
1309;Sra. Isabela Lima Vieira;13.303.601/6693-36;;23/06/2002;1;;True;11/03/2024 09:00;yasminramos;15/10/2024 16:26;paulosales16;13/06/2024 17:59;samuelalmeida;5,555192E+12;gabriela79@bol.com.br
1310;Olivia Fernandes;87.923.975/3317-34;;30/06/1997;2;YMHYVCQS;False;;;09/01/2024 19:05;anagomes;09/01/2024 19:05;anagomes;5,556195E+12;aline@hotmail.com
1311;Sr. Renan Monteiro Aragão;168.885.958-37;M;17/08/1997;1;;True;03/12/2024 07:56;melissaribeiro;17/05/2024 11:38;nataliamendes89;25/10/2023 05:53;pedrocardoso73;5,552192E+12;cecilia@ig.com.br
1312;André Eduarda Viana Pereira;33.806.753/3568-84;O;30/01/2006;1;58G9F7Y8;True;26/10/2024 04:46;marianaporto;22/11/2023 04:41;gabrielaluz34;22/11/2023 04:41;gabrielaluz34;5,555194E+12;pedro@gmail.com
1313;Sra. Gabriela Nogueira Novaes;740.777.552-95;;14/11/1963;2;;True;25/05/2024 20:27;samueljesus;01/08/2024 06:17;thiagosilveira;17/12/2024 05:48;joaoribeiro;5,551198E+12;melissa40@ig.com.br
1314;Sr. Guilherme Gomes Farias;343.384.495-09;M;01/07/1970;2;;True;11/02/2024 16:58;nicoledias;23/02/2025 19:56;diegobarbosa87;23/02/2025 19:56;diegobarbosa87;5,556200E+12;isabella@bol.com.br
1315;Valentina Martins;592.985.279-09;F;03/08/1978;1;H7CJWIIP;False;;;21/01/2024 08:58;patriciaduarte15;01/10/2023 04:04;danielapaz81;5,557192E+12;lucas@uol.com.br
1316;Sr. Camila Isabella Novaes;195.973.882-66;F;09/05/1954;2;UZCC0G5C;False;;;11/07/2024 04:50;brunogoncalves81;11/07/2024 04:50;brunogoncalves81;5,554194E+12;manuela84@uol.com.br
1317;Dra. Nicole Helena Ribeiro;69.242.581/9665-34;F;17/06/1961;1;93B49BZ3;False;;;02/12/2023 09:38;bernardofarias6;21/09/2024 20:46;isabellafreitas;5,556197E+12;julia38@bol.com.br
1318;Leandro Cardoso;308.072.542-31;O;03/10/1952;1;;False;;;02/05/2024 21:30;marianapaz;02/05/2024 21:30;marianapaz;5,553196E+12;bruna11@ig.com.br
1319;Dra. Guilherme Vinícius Aragão;434.329.298-31;M;06/02/1989;1;GEC6V6OT;False;;;03/02/2024 14:33;brunagomes;12/10/2023 00:09;brunosilveira55;5,558197E+12;helena42@yahoo.com.br
1320;Sr. Vinícius Rodrigues;151.436.571-97;M;09/10/1977;2;4GHXTYST;True;31/10/2024 00:39;rafaelpaz16;14/11/2023 05:07;biancamoreira71;14/11/2023 05:07;biancamoreira71;5,553193E+12;lucas53@yahoo.com.br
1321;Igor Igor Monteiro;093.556.298-77;;07/09/1962;2;;False;;;27/08/2024 00:24;danielajesus75;27/08/2024 00:24;danielajesus75;5,551196E+12;luiz@ig.com.br
1322;Caio Novaes;404.143.915-57;;28/09/1958;2;HZ4WO9I2;True;01/11/2023 04:51;marinanovaes;10/04/2025 06:50;diegocunha;06/02/2024 17:24;rodrigoazevedo;5,555190E+12;igor15@hotmail.com
1323;Ryan Rezende Nunes;616.316.173-54;M;30/10/1964;1;;True;10/08/2024 10:13;felipeviana74;06/04/2025 19:36;rodrigorezende2;06/04/2025 19:36;rodrigorezende2;5,554192E+12;helena@hotmail.com
1324;Juliana Moreira;857.906.360-12;;28/03/2007;2;1X55MIR8;True;17/04/2024 04:48;julianamelo;22/04/2024 20:38;henriquereis;08/04/2024 05:05;alinesilveira;5,558194E+12;bianca83@gmail.com
1325;Dra. Diego Barbosa;555.714.640-40;M;06/12/1960;2;;True;14/02/2024 00:23;samuelporto36;10/04/2024 12:33;felipeviana;10/04/2024 12:33;felipeviana;5,555196E+12;melissa72@yahoo.com.br
1326;Srta. Luigi Rezende;502.279.245-48;M;11/09/1962;1;;True;29/04/2024 10:33;bernardosouza75;15/10/2024 08:41;ricardocastro20;15/10/2024 08:41;ricardocastro20;5,552198E+12;marcos20@ig.com.br
1327;Sarah Dias;598.653.473-21;O;13/06/1958;1;SR52M41G;True;10/09/2024 07:14;davimota;11/07/2024 14:48;andrerosa19;15/07/2024 01:16;patriciarocha36;5,557191E+12;giovanna@yahoo.com.br
1328;Srta. Paulo Lopes;710.721.617-09;M;14/07/1958;1;S8PHKRSE;True;04/12/2023 13:38;diegomelo;06/05/2025 04:06;rafaelnovaes;16/02/2025 09:53;daniloribeiro74;5,551194E+12;paulo89@hotmail.com
1329;Dra. Noah Pedro Cardoso;59.051.169/2382-21;O;18/11/1974;2;TSWCW09O;True;29/12/2023 07:30;gabrielacampos;09/10/2024 08:42;marcosmendes;09/10/2024 08:42;marcosmendes;5,552194E+12;bruno8@yahoo.com.br
1330;Sra. Rodrigo Dias;604.698.480-35;;19/06/2000;2;;False;;;06/06/2024 15:49;felipenascimento;15/01/2025 06:10;eduardocampos43;5,555190E+12;caio8@gmail.com
1331;Dra. Bruna Jesus;530.766.024-13;F;07/01/1956;1;;True;06/12/2023 08:03;joaonogueira;19/01/2024 00:15;giovannanovaes;21/03/2025 13:41;larissagomes;5,553191E+12;daniela@yahoo.com.br
1332;Sra. Carolina Sophia Gonçalves;50.672.004/5416-12;F;26/01/1973;1;POI1172H;False;;;19/08/2024 20:16;alinealmeida;06/10/2023 08:34;lauracavalcanti69;5,558190E+12;juliana77@uol.com.br
1333;Caio Mariana Silva Lima;288.288.121-90;O;03/08/1978;2;NVSYMZIG;False;;;29/11/2024 11:46;leandrofarias29;10/02/2025 23:31;manuelarosa;5,553196E+12;jessica50@gmail.com
1334;Cecília Gustavo Carvalho;36.258.653/8816-86;;20/12/1999;2;V0FICYJZ;False;;;28/04/2024 00:48;helenarocha27;10/03/2025 00:51;jessicacampos18;5,554196E+12;rodrigo25@gmail.com
1335;Elisa Vieira;069.184.038-50;F;19/12/1967;1;;True;14/02/2024 01:07;leticiavieira20;11/07/2024 06:58;carolinanascimento;11/07/2024 06:58;carolinanascimento;5,551195E+12;davi@yahoo.com.br
1336;Clarice Aurora Vieira;27.658.074/7180-14;F;09/03/1981;1;FYMHAUS7;False;;;30/11/2023 09:46;joaooliveira92;05/12/2023 23:13;rodrigoazevedo;5,556199E+12;rebeca44@yahoo.com.br
1337;Srta. Erick Nogueira;49.076.500/7263-20;;24/10/2007;2;;False;;;19/07/2024 16:16;marcoscorreia57;06/08/2024 23:09;pedrolima77;5,557199E+12;henrique96@uol.com.br
1338;André Théo Correia;76.909.930/2623-69;M;17/09/1967;2;YHFCE5UA;True;02/02/2024 10:59;daviteixeira47;14/04/2025 12:08;brunocardoso87;25/04/2025 08:40;andrecruz;5,553192E+12;samuel@gmail.com
1339;Sra. Nina Vinicius Carvalho Alves;77.236.479/9233-13;;30/08/1970;2;;False;;;07/09/2024 19:04;paulopaz13;26/02/2024 09:10;leonardopeixoto;5,552197E+12;bianca@uol.com.br
1340;Srta. Luna Luz Mata;387.797.775-22;O;23/06/2006;1;NFO6INK4;True;25/11/2024 11:28;thiagopereira64;28/09/2024 22:51;brunaaraujo;21/02/2024 12:33;sophiafogaca62;5,558197E+12;rebeca@ig.com.br
1341;Srta. Aurora Jesus;740.318.169-03;O;30/12/1968;2;VS1W622L;False;;;01/01/2025 12:44;camilamata16;22/03/2024 22:27;alicerodrigues81;5,555190E+12;ana53@gmail.com
1342;Srta. Ian Yuri Duarte;331.981.524-18;M;08/12/1970;2;EH1FTXHF;False;;;28/01/2025 06:37;marianunes;28/01/2025 06:37;marianunes;5,557194E+12;mariana16@yahoo.com.br
1343;Sr. Isabella Melissa Silveira;099.512.700-23;F;17/08/2000;1;GQSOTUAF;True;26/07/2024 13:44;felipegoncalves36;05/05/2024 19:23;rafaelamonteiro90;05/05/2024 19:23;rafaelamonteiro90;5,556194E+12;helena12@hotmail.com
1344;Sra. Daniel Moura;781.143.798-56;;12/04/1982;1;PM00ZH6L;True;24/02/2025 06:41;fernandabarros;20/03/2025 11:19;anaazevedo;20/03/2025 11:19;anaazevedo;5,552191E+12;amanda@ig.com.br
1345;Luna Teixeira;200.064.873-53;F;06/04/1983;2;;False;;;15/01/2025 05:45;felipenascimento61;31/03/2025 14:17;alicepires;5,557191E+12;mariana@uol.com.br
1346;Dr. Marcos Enzo Costela;940.663.665-33;M;03/03/1971;2;;True;30/09/2024 00:16;rodrigobarbosa54;28/10/2023 21:10;larissarodrigues;07/01/2025 14:07;carlosmoreira;5,552195E+12;bruno13@yahoo.com.br
1347;Dr. Valentina Olivia Silva;663.772.400-06;O;22/03/1966;1;U7BVL3ZB;False;;;06/04/2025 14:54;larissafarias57;07/04/2025 00:45;biancapereira40;5,558194E+12;gabriel@ig.com.br
1348;Lívia Melo;540.516.308-68;;22/01/1999;2;;False;;;31/07/2024 05:38;ricardosilva9;11/12/2023 12:03;laurasantos;5,557195E+12;carolina14@uol.com.br
1349;Giovanna Farias;179.207.764-45;F;09/10/1976;2;;True;09/05/2024 21:15;davipaz;04/01/2024 22:25;rafaelarezende34;24/09/2024 18:48;giovannamonteiro;5,553195E+12;jessica55@gmail.com
1350;Srta. Gabriel Barbosa;072.386.285-23;;20/11/1980;2;;True;09/06/2024 17:22;valentinafernandes;04/11/2024 21:56;pedrogoncalves62;04/11/2024 21:56;pedrogoncalves62;5,554192E+12;luiz36@bol.com.br
1351;Dra. Joaquim Barbosa;169.281.454-34;;25/12/1959;1;Z9NJMFJ1;False;;;05/10/2024 22:49;caiorosa49;05/10/2024 22:49;caiorosa49;5,551190E+12;matheus54@uol.com.br
1352;Noah Felipe Sales Cardoso;055.021.946-61;M;07/05/1987;1;BSDASCRR;True;07/11/2024 22:27;melissacaldeira59;03/08/2024 09:01;alinemendes66;12/04/2025 22:45;biancapires53;5,555196E+12;carolina72@gmail.com
1353;Sr. Raquel Gonçalves;600.273.156-06;F;01/11/1960;2;;True;19/04/2024 23:00;amandacastro;06/02/2025 05:17;nataliamelo26;03/04/2025 22:57;danielacavalcanti55;5,555191E+12;paulo@ig.com.br
1354;Guilherme Reis;415.184.357-24;;04/11/1947;1;LNIKPSF9;False;;;29/02/2024 21:34;ricardocorreia33;29/02/2024 21:34;ricardocorreia33;5,551194E+12;felipe@hotmail.com
1355;Dr. Vitória Isis Pires Silveira;20.421.807/3972-43;F;20/11/1951;2;SIRUCOZ6;False;;;23/07/2024 04:05;brunareis73;23/07/2024 04:05;brunareis73;5,557192E+12;danilo@ig.com.br
1356;Dr. Enzo Rezende;658.112.763-88;M;06/08/1981;2;;True;03/05/2024 00:40;rodrigocorreia34;04/08/2024 22:51;samuelmoraes;03/06/2024 13:24;gabrielbarros65;5,558197E+12;maria@hotmail.com
1357;Srta. Luiza Maitê Almeida;996.784.401-51;F;31/12/1985;2;;True;13/05/2024 21:21;samuelribeiro93;02/01/2024 04:30;nataliaramos;07/03/2024 13:42;manuelamendes;5,553194E+12;maria7@uol.com.br
1358;Maria Letícia Mota;449.365.048-16;;15/09/1947;2;;True;07/08/2024 10:42;melissacunha79;24/02/2025 18:42;natalianascimento;17/02/2024 07:50;giovannaaraujo62;5,552191E+12;alexandre@gmail.com
1359;Sr. Nathan Carvalho;842.419.504-13;M;09/07/1999;1;475P3CO6;True;10/11/2024 17:47;helenasilveira;05/03/2024 09:06;alexandreferreira21;05/03/2024 09:06;alexandreferreira21;5,557199E+12;mariana@yahoo.com.br
1360;Calebe Martins;619.946.913-76;M;15/11/1982;1;NQ4OEUK9;False;;;22/10/2024 14:01;manuelapires19;23/04/2025 03:51;alexandremelo31;5,551193E+12;camila83@hotmail.com
1361;Dra. Cecília Viana;96.661.752/0826-34;F;20/03/1994;2;68RCNS8W;True;12/11/2023 04:19;vitormata;24/10/2023 12:16;jessicaviana66;24/10/2023 12:16;jessicaviana66;5,557192E+12;luiz15@bol.com.br
1362;Caroline Moreira;192.434.127-69;F;08/11/1988;1;;True;21/03/2024 14:58;nicolemata98;19/11/2023 11:01;fernandapaz;13/11/2024 19:52;henriquelima99;5,556196E+12;sophia@hotmail.com
1363;Thiago Felipe Gomes;204.188.127-15;M;27/06/1982;2;MIA8IHHC;False;;;03/11/2023 04:56;alineviana28;03/11/2023 04:56;alineviana28;5,552197E+12;matheus77@ig.com.br
1364;Dr. Gustavo Araújo;00.565.893/5560-73;O;01/10/1947;1;;False;;;17/06/2024 18:48;caiosilva;07/11/2023 12:08;samuelcorreia;5,555190E+12;julia@ig.com.br
1365;Dr. Helena Silva;949.580.537-44;;09/09/1956;2;OV7JDCHH;False;;;11/07/2024 18:34;rafaelateixeira6;11/07/2024 18:34;rafaelateixeira6;5,558195E+12;giovanna13@bol.com.br
1366;Ryan Farias;46.822.217/1606-44;O;01/08/1977;1;U1W4ZKU2;True;16/12/2023 16:56;brunonovaes;02/04/2024 21:05;samuelaragao49;02/04/2024 21:05;samuelaragao49;5,553195E+12;matheus34@gmail.com
1367;Lavínia Nunes Gonçalves;39.186.258/1466-69;F;15/09/1999;1;E8ACD9BT;False;;;27/02/2025 19:19;amandacunha;25/10/2024 07:06;eduardoluz59;5,558198E+12;larissa@gmail.com
1368;Sra. Olivia Mata;311.469.353-54;;03/08/1991;2;;False;;;22/11/2024 03:03;helenafogaca;17/02/2024 15:41;ricardonascimento27;5,553195E+12;ana@uol.com.br
1369;Cauê Pereira Barros;670.691.014-54;O;06/11/1955;2;;False;;;15/06/2024 06:56;miguelsilveira69;24/09/2024 21:11;alineconceicao97;5,558196E+12;andre@bol.com.br
1370;Dr. Luiza Carvalho;763.508.192-66;O;10/10/1981;2;MHUAK3DY;False;;;01/05/2025 03:45;igorporto;01/05/2025 03:45;igorporto;5,558193E+12;marina52@gmail.com
1371;Dra. Carolina Pires Silva;339.540.415-92;F;26/09/2000;2;;False;;;30/11/2024 02:10;mariarocha;20/06/2024 05:58;pedromota68;5,552194E+12;joao@bol.com.br
1372;Mirella Nogueira;337.028.037-88;;11/04/1980;1;;False;;;04/11/2024 20:09;isabellalopes17;04/11/2024 20:09;isabellalopes17;5,552195E+12;felipe@gmail.com
1373;Giovanna Rocha;009.814.833-37;;06/03/1975;2;;True;22/12/2024 21:31;gustavofreitas;03/01/2024 05:13;brunasantos;18/07/2024 01:00;danielasantos64;5,557196E+12;natalia29@gmail.com
1374;Thales Fogaça Lopes;598.594.487-95;;01/07/1975;2;HV2H4JUY;False;;;13/10/2024 19:46;danielacorreia85;09/04/2024 03:14;andreribeiro89;5,557195E+12;miguel30@uol.com.br
1375;Srta. Cauê Ribeiro;747.825.014-21;M;24/10/1994;2;;False;;;19/02/2025 21:15;giovannanascimento;11/10/2024 12:21;samuelfogaca;5,551199E+12;samuel@yahoo.com.br
